ProductKey,sku,product_name,old_type,subcategory,category,department,product_family,meta_code,meta_mapped_by,meta_reason
189,42269001,Bread Honey Wheat,Bread,Sliced Bread,Sliced Bread,Baked Goods,Food,241,AU,Character match with Bread and edge cases handled
190,42270001,Stuffing Mix Pork,,Spices,Spices,Baking Goods,Food,1112,RK,Stuffing Mix re-mapped to spices by AU
191,42271001,Lasagna With Meat And Sauce Pasta,Frozen Food,Sauces,Sauces,Baking Goods,Food,191,SJ,character match Sauce
192,42272001,Sandwich Steaks Thin Sliced,,Hot Dogs,Hot Dogs,Deli,Food,333,AU,"Classifying gourmet grillers, meatballs, and sausages as Hot Dogs"
193,42273001,Steady 200 MG Acetominifen ,Acetominifen,Acetominifen,Acetominifen,Health and Hygiene,Non-Consumable,1,AU,Mapped from old item type into new subcategory
194,42274001,Steady 200 MG Ibuprofen ,Ibuprofen,Ibuprofen,Ibuprofen,Health and Hygiene,Non-Consumable,1,AU,Mapped from old item type into new subcategory
195,42275001,Steady Buffered Aspirin ,Aspirin,Aspirin,Aspirin,Health and Hygiene,Non-Consumable,1,AU,Mapped from old item type into new subcategory
196,42276001,Steady Childrens Aspirin ,Aspirin,Aspirin,Aspirin,Health and Hygiene,Non-Consumable,1,AU,Mapped from old item type into new subcategory
197,42277001,Steady Mint Mouthwash ,Mouthwash,Mouthwash,Mouthwash,Health and Hygiene,Non-Consumable,1,AU,Mapped from old item type into new subcategory
198,42278001,Chunk Light Tuna Water (pouch),,Tuna,Tuna,Canned Foods,Food,1114,RK,Chunk Light Tuna Water (pouch) mapped to Canned Tuna
199,42279001,Coffee Blonde Veranda,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,13,SJ,Starbucks produces coffee but some items require special treatment
200,42280001,Coffee Breakfast Blend,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,13,SJ,Starbucks produces coffee but some items require special treatment
201,42281001,Coffee Caffe Verona,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,13,SJ,Starbucks produces coffee but some items require special treatment
202,42282001,Coffee Caffe Verona Decaf,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,13,SJ,Starbucks produces coffee but some items require special treatment
203,42283001,Coffee Caramel,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,13,SJ,Starbucks produces coffee but some items require special treatment
204,42284001,Coffee Colombia,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,13,SJ,Starbucks produces coffee but some items require special treatment
205,42285001,Coffee Espresso,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,13,SJ,Starbucks produces coffee but some items require special treatment
206,42286001,Coffee French Roast,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,13,SJ,Starbucks produces coffee but some items require special treatment
207,42287001,Coffee French Roast,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,13,SJ,Starbucks produces coffee but some items require special treatment
208,42288001,Coffee Gold Coast Blend,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,13,SJ,Starbucks produces coffee but some items require special treatment
209,42289001,Coffee House Blend,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,13,SJ,Starbucks produces coffee but some items require special treatment
210,42290001,Coffee House Blend,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,13,SJ,Starbucks produces coffee but some items require special treatment
211,42291001,Coffee House Blend Decaf,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,13,SJ,Starbucks produces coffee but some items require special treatment
212,42292001,Coffee Italian,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,13,SJ,Starbucks produces coffee but some items require special treatment
213,42293001,Coffee Mocha,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,13,SJ,Starbucks produces coffee but some items require special treatment
214,42294001,Coffee Pike Place,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,13,SJ,Starbucks produces coffee but some items require special treatment
215,42295001,Coffee Sumatra,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,13,SJ,Starbucks produces coffee but some items require special treatment
216,42296001,Coffee Veranda Blend,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,13,SJ,Starbucks produces coffee but some items require special treatment
217,42297001,Coffee Willow Blend,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,13,SJ,Starbucks produces coffee but some items require special treatment
218,42298001,Coffee Willow Blend Decaf,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,13,SJ,Starbucks produces coffee but some items require special treatment
219,42299001,Hot Cocoa Mix Premium Double Chocolate,,Chocolate,Chocolate,Beverages,Drink,181,AU,character match for Hot Cocoa
220,42300001,Hot Cocoa Mix Salted Caramel,,Chocolate,Chocolate,Beverages,Drink,181,AU,character match for Hot Cocoa
221,42301001,Hot Cocoa Mix Vanilla Brulee,,Chocolate,Chocolate,Beverages,Drink,181,AU,character match for Hot Cocoa
222,42302001,Vinegar Balsamic,,Sauces,Sauces,Baking Goods,Food,1118,RK,Vinegar Balsamic mapped to Sauces
223,42303001,Sparkling Spring Water Pomegranate Berry,,Flavored Drinks,Flavored Drinks,Beverages,Drink,221,AU,Comparison against a set of known drink manufacturers
224,42304001,Soy Milk Vanilla,Soda/Juice/Drinks,Flavored Drinks,Flavored Drinks,Beverages,Drink,301,AU,Comparison against set of known flavored drink manufacturers and verified by hand
225,42305001,Baby Lotion Original,,Shampoo,Shampoo,Health and Hygiene,Non-Consumable,1121,RK,Personal Care products mapped to Personal Hygiene
226,42306001,Hair Moist Creme,,Shampoo,Shampoo,Health and Hygiene,Non-Consumable,1122,RK,Personal Care products mapped to Personal Hygiene
227,42307001,Hair Moisturizer Detangling,,Shampoo,Shampoo,Health and Hygiene,Non-Consumable,1123,RK,Personal Care products mapped to Personal Hygiene
228,42308001,Tortilla Chips Original,,Chips,Chips,Snack Foods,Food,1124,RK,Tortilla Chips Original mapped to Snack Foods
229,42309001,Singles To Go Diet Green Tea,,Flavored Drinks,Flavored Drinks,Beverages,Drink,221,AU,Comparison against a set of known drink manufacturers
230,42310001,Singles To Go Diet Lemon,,Flavored Drinks,Flavored Drinks,Beverages,Drink,221,AU,Comparison against a set of known drink manufacturers
231,42311001,Jam Grape,Jelly/Jam,Jam,Jam,Baking Goods,Food,262,AU,Used the old item type to map to new item type Jelly
232,42312001,Jam Strawberry,Jelly/Jam,Jam,Jam,Baking Goods,Food,262,AU,Used the old item type to map to new item type Jelly
233,42313001,Jelly Grape,Jelly/Jam,Jelly,Jelly,Baking Goods,Food,261,AU,Used the old item type to map to new item type Jelly
234,42314001,Squeeze Jelly Grape,Jelly/Jam,Jelly,Jelly,Baking Goods,Food,261,AU,Used the old item type to map to new item type Jelly
235,42315001,Peanut Butter Crunchy,Peanut Butter,Peanut Butter,Peanut Butter,Baking Goods,Food,1,AU,Mapped from old item type into new subcategory
236,42316001,Peanut Butter Smooth,Peanut Butter,Peanut Butter,Peanut Butter,Baking Goods,Food,1,AU,Mapped from old item type into new subcategory
237,42317001,Pasta Sauce Tomato Basil,Gravy/Sauce,Sauces,Sauces,Baking Goods,Food,191,SJ,character match Sauce
238,42318001,Almond Milk Original,Soda/Juice/Drinks,Flavored Drinks,Flavored Drinks,Beverages,Drink,301,AU,Comparison against set of known flavored drink manufacturers and verified by hand
239,42319001,Soymilk Light Chocolate,Soda/Juice/Drinks,Flavored Drinks,Flavored Drinks,Beverages,Drink,301,AU,Comparison against set of known flavored drink manufacturers and verified by hand
240,42320001,Ship Shape Extra Lean Hamburger ,Hamburger,Hamburger,Hamburger,Meat,Food,1,AU,Mapped from old item type into new subcategory
241,42321001,Ship Shape Seasoned Hamburger ,Hamburger,Hamburger,Hamburger,Meat,Food,1,AU,Mapped from old item type into new subcategory
242,42322001,Shady Lake Rice Medly ,Rice,Rice,Rice,Starchy Foods,Food,1,AU,Mapped from old item type into new subcategory
243,42323001,Shady Lake Thai Rice ,Rice,Rice,Rice,Starchy Foods,Food,1,AU,Mapped from old item type into new subcategory
244,42324001,Coffee Level 3,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,12,AU,This manufacturer only makes coffee.
245,42325001,Coffee Level 4,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,12,AU,This manufacturer only makes coffee.
246,42326001,Coffee Level 5,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,12,AU,This manufacturer only makes coffee.
247,42327001,All Purpose Cleaner Bleach 5-in-1,,Cleaners,Cleaners,Household,Non-Consumable,271,AU,From a character match with Cleaner
248,42328001,Shower Automatic Refill Liquid Shower Cleaner,,Cleaners,Cleaners,Household,Non-Consumable,271,AU,From a character match with Cleaner
249,42329001,Sponges Blue,,Sponges,Sponges,Household,Non-Consumable,1134,RK,Sponges Blue mapped to Kitchen Products
250,42330001,English Muffins Original,,Bagels,Bagels,Baked Goods,Food,1135,RK,English Muffins mapped to Bagels/Muffins
251,42331001,Bread Amazin Raisin,Bread,Sliced Bread,Sliced Bread,Baked Goods,Food,241,AU,Character match with Bread and edge cases handled
252,42332001,Tastings Medium Asiago,,Cheese,Cheese,Dairy,Food,1137,RK,Tastings Medium Asiago mapped to Cheese
253,42333001,Tastings Parmentino,,Cheese,Cheese,Dairy,Food,1138,RK,Tastings Parmentino mapped to Cheese
254,42334001,Flatbread Angus Cheeseburgers,Bread,TV Dinner,TV Dinner,Frozen Foods,Food,291,AU,Comparison against set of known frozen entree manufacturers and verified by hand
255,42335001,Flatbread Chicken Melts,Bread,TV Dinner,TV Dinner,Frozen Foods,Food,291,AU,Comparison against set of known frozen entree manufacturers and verified by hand
256,42336001,Bran Flakes Cereal,Cereal,Cereal,Cereal,Breakfast Foods,Food,1,AU,Mapped from old item type into new subcategory
257,42337001,Coffee 100% Colombian,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,11,SJ,These manufacturers only produce coffee.
258,42338001,Coffee 100% Colombian,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,11,SJ,These manufacturers only produce coffee.
259,42339001,Coffee Classic Decaf,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,11,SJ,These manufacturers only produce coffee.
260,42340001,Coffee Classic Decaf,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,11,SJ,These manufacturers only produce coffee.
261,42341001,Coffee Classic Regular,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,11,SJ,These manufacturers only produce coffee.
262,42342001,Coffee Classic Regular,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,11,SJ,These manufacturers only produce coffee.
263,42343001,Coffee French Roast,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,11,SJ,These manufacturers only produce coffee.
264,42344001,Coffee French Roast,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,11,SJ,These manufacturers only produce coffee.
265,42345001,Coffee Half The Caffeine,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,11,SJ,These manufacturers only produce coffee.
266,42346001,Corn Flakes Cereal,Cereal,Cereal,Cereal,Breakfast Foods,Food,1,AU,Mapped from old item type into new subcategory
267,42347001,Crispy Rice Cereal,Cereal,Cereal,Cereal,Breakfast Foods,Food,1,AU,Mapped from old item type into new subcategory
268,42348001,Honey Nut Toasted Oats Cereal,Cereal,Cereal,Cereal,Breakfast Foods,Food,1,AU,Mapped from old item type into new subcategory
269,42349001,Bread Raisin,Bread,Sliced Bread,Sliced Bread,Baked Goods,Food,241,AU,Character match with Bread and edge cases handled
270,42350001,Bread Texas Toast,Bread,Sliced Bread,Sliced Bread,Baked Goods,Food,241,AU,Character match with Bread and edge cases handled
271,42351001,Coffee Breakfast Blend,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,162,SJ,Remaining Match for Coffee
272,42352001,Coffee Buttery Caramel,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,162,SJ,Remaining Match for Coffee
273,42353001,Coffee Half Caf French,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,162,SJ,Remaining Match for Coffee
274,42354001,Juice Just Black Cherry,,Juice,Juice,Beverages,Drink,171,SJ,character match for juice
275,42355001,1.00% Milk,Milk,Milk,Milk,Dairy,Drink,1,AU,Mapped from old item type into new subcategory
276,42356001,1.00% Milk,Milk,Milk,Milk,Dairy,Drink,1,AU,Mapped from old item type into new subcategory
277,42357001,2.00% Milk,Milk,Milk,Milk,Dairy,Drink,1,AU,Mapped from old item type into new subcategory
278,42358001,2.00% Milk,Milk,Milk,Milk,Dairy,Drink,1,AU,Mapped from old item type into new subcategory
279,42359001,Whole Milk Milk,Milk,Milk,Milk,Dairy,Drink,1,AU,Mapped from old item type into new subcategory
280,42360001,Whole Milk Milk,Milk,Milk,Milk,Dairy,Drink,1,AU,Mapped from old item type into new subcategory
281,42361001,Cola Soda,Soda,Soda,Soda,Beverages,Drink,1,AU,Mapped from old item type into new subcategory
282,42362001,Sugar White,,Sugar,Sugar,Baking Goods,Food,1143,RK,Sugar White mapped to Sugar
283,42363001,Honey Wheat Rods Pretzels,Snacks,Crackers,Crackers,Snack Foods,Food,1144,RK,Pretzels Honey Wheat Rods mapped to Snack Foods
284,42364001,Peanut Butter Cups King Size,Candy,Chocolate Candy,Chocolate Candy,Snacks,Food,1145,RK,Peanut Butter Cups mapped to Chocolate Candy
285,42365001,Red Wing Counter Cleaner ,Cleaners,Cleaners,Cleaners,Household,Non-Consumable,251,AU,Comparison against set of known cleaner manufacturers and verified by hand
286,42366001,Red Wing Glass Cleaner ,Cleaners,Cleaners,Cleaners,Household,Non-Consumable,251,AU,Comparison against set of known cleaner manufacturers and verified by hand
287,42367001,Red Wing Room Freshener ,Deodorizers,Deodorizers,Deodorizers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
288,42368001,Red Wing Toilet Bowl Cleaner ,Cleaners,Cleaners,Cleaners,Household,Non-Consumable,251,AU,Comparison against set of known cleaner manufacturers and verified by hand
289,42369001,Red Spade Beef Bologna ,Bologna,Bologna,Bologna,Deli,Food,1,AU,Mapped from old item type into new subcategory
290,42370001,Red Spade Chicken Hot Dogs ,Hot Dogs,Hot Dogs,Hot Dogs,Deli,Food,1,AU,Mapped from old item type into new subcategory
291,42371001,Red Spade Cole Slaw ,Deli Salads,Deli Salads,Deli Salads,Deli,Food,1,AU,Mapped from old item type into new subcategory
292,42372001,Red Spade Corned Beef ,Deli Meats,Deli Meats,Deli Meats,Deli,Food,1,AU,Mapped from old item type into new subcategory
293,42373001,Red Spade Foot-Long Hot Dogs ,Hot Dogs,Hot Dogs,Hot Dogs,Deli,Food,1,AU,Mapped from old item type into new subcategory
294,42374001,Red Spade Low Fat Bologna ,Bologna,Bologna,Bologna,Deli,Food,1,AU,Mapped from old item type into new subcategory
295,42375001,Red Spade Low Fat Cole Slaw ,Deli Salads,Deli Salads,Deli Salads,Deli,Food,1,AU,Mapped from old item type into new subcategory
296,42376001,Red Spade Pimento Loaf ,Bologna,Bologna,Bologna,Deli,Food,1,AU,Mapped from old item type into new subcategory
297,42377001,Red Spade Potato Salad ,Deli Salads,Deli Salads,Deli Salads,Deli,Food,1,AU,Mapped from old item type into new subcategory
298,42378001,Red Spade Roasted Chicken ,Fresh Chicken,Fresh Chicken,Fresh Chicken,Deli,Food,1,AU,Mapped from old item type into new subcategory
299,42379001,Red Spade Sliced Chicken ,Deli Meats,Deli Meats,Deli Meats,Deli,Food,1,AU,Mapped from old item type into new subcategory
300,42380001,Red Spade Sliced Ham ,Deli Meats,Deli Meats,Deli Meats,Deli,Food,1,AU,Mapped from old item type into new subcategory
301,42381001,Red Spade Sliced Turkey ,Deli Meats,Deli Meats,Deli Meats,Deli,Food,1,AU,Mapped from old item type into new subcategory
302,42382001,Red Spade Turkey Hot Dogs ,Hot Dogs,Hot Dogs,Hot Dogs,Deli,Food,1,AU,Mapped from old item type into new subcategory
303,42383001,Stone Wheat Thins Original,Snacks,Crackers,Crackers,Snack Foods,Food,1149,RK,Wheat Thins mapped to Crackers
304,42384001,Just Black Cherry Juice,,Juice,Juice,Beverages,Drink,171,SJ,character match for juice
305,42385001,Quick Extra Lean Hamburger ,Hamburger,Hamburger,Hamburger,Meat,Food,1,AU,Mapped from old item type into new subcategory
306,42386001,Quick Seasoned Hamburger ,Hamburger,Hamburger,Hamburger,Meat,Food,1,AU,Mapped from old item type into new subcategory
307,42387001,Apple Nut Harvest Real Medley Bars,Snacks,Cookies,Cookies,Snack Foods,Food,233,AU,Comparison against a set of known snack manufacturers and equating bars to cookies
308,42388001,Cherry Pistachio Real Medley Bars,Snacks,Cookies,Cookies,Snack Foods,Food,233,AU,Comparison against a set of known snack manufacturers and equating bars to cookies
309,42389001,Granola Bars Chewy Chocolate Chip,Snacks,Cookies,Cookies,Snack Foods,Food,233,AU,Comparison against a set of known snack manufacturers and equating bars to cookies
310,42390001,Life Cereal,Cereal,Cereal,Cereal,Breakfast Foods,Food,1,AU,Mapped from old item type into new subcategory
311,42391001,Life Cinnamon Cereal,Cereal,Cereal,Cereal,Breakfast Foods,Food,1,AU,Mapped from old item type into new subcategory
312,42392001,Ohs Honey Graham Cereal,Cereal,Cereal,Cereal,Breakfast Foods,Food,1,AU,Mapped from old item type into new subcategory
313,42393001,Peach Almond Real Medley Bars,Snacks,Cookies,Cookies,Snack Foods,Food,233,AU,Comparison against a set of known snack manufacturers and equating bars to cookies
314,42394001,Yogurt Strawberry Chewy Granola Bars,Snacks,Cookies,Cookies,Snack Foods,Food,233,AU,Comparison against a set of known snack manufacturers and equating bars to cookies
315,42395001,Sausage Pork,,Hot Dogs,Hot Dogs,Deli,Food,1153,RK,Sausage Pork re-mapped to Hot Dogs by AU
316,42396001,Lettuce Head,Produce,Fresh Vegetables,Fresh Vegetables,Produce,Food,1154,RK,Lettuce Head mapped to Fresh Vegetables
317,42397001,Turnip Greens Vegetables,Produce,Fresh Vegetables,Fresh Vegetables,Produce,Food,1155,RK,Turnip Greens Vegetables mapped to Fresh Vegetables
318,42398001,Mocha Coffee,Coffee/Creamer,Coffee,Coffee,Baking Goods,Drink,162,SJ,Remaining Match for Coffee
319,42399001,Bacon Potato Crisps,Snacks,Chips,Chips,Snack Foods,Food,31,SJ,All Pringles items are chips
320,42400001,BBQ Grab & Go,Snacks,Chips,Chips,Snack Foods,Food,31,SJ,All Pringles items are chips
321,42401001,BBQ Potato Crisps,Snacks,Chips,Chips,Snack Foods,Food,31,SJ,All Pringles items are chips
322,42402001,Buffalo Ranch Potato Crisps,Snacks,Chips,Chips,Snack Foods,Food,31,SJ,All Pringles items are chips
323,42403001,Cheddar & Sour Cream Potato Crisps,Snacks,Chips,Chips,Snack Foods,Food,31,SJ,All Pringles items are chips
